"","1","2","3","4","5","6","7","8","9"
"002196400",134,67,73,44,50,30,25,27,29
"002197986",36,29,24,16,7,6,6,3,3
"002205698",562,301,141,120,118,69,66,48,74
"002206183",1482,962,814,643,534,503,424,291,263
"002206480",53,26,62,39,31,18,25,9,15
"002206639",29,22,9,19,7,13,6,13,7
"002207041",101,82,50,63,24,25,18,18,18
"002207137",81,46,36,30,26,34,19,21,20
"002207322",253,166,114,99,77,73,45,41,43
"002207459",259,127,125,85,98,62,28,83,61
"002207686",604,420,578,338,287,249,222,110,48
"002212710",1618,1233,886,658,583,437,394,332,309
"002215622",48,32,28,11,34,17,8,10,5
"002216091",195,64,6,4,6,41,106,13,0
"002217834",156,80,50,35,34,44,24,38,15
"002221372",54,25,26,14,7,9,8,6,42
"002223642",1317,261,305,156,165,62,70,151,177
"002228823",21,12,17,16,2,12,6,7,7
"002230753",31,43,12,10,13,12,21,5,6
"002230803",179,75,116,77,64,46,33,37,28
"002232338",193,91,75,62,67,52,45,38,30
"002233088",114,56,15,32,31,29,28,16,8
"002234003",99,63,61,23,31,30,31,25,16
"002235182",40,30,22,17,10,22,16,19,29
"002237014",22,3,9,3,1,1,142,22,1
"002238582",60,24,31,26,9,18,4,3,6
"002240281",2656,1761,1755,1111,997,833,681,522,488
"002251478",45,24,27,24,24,13,17,10,10
"002253540",177,27,5,9,19,31,18,5,4
"002253615",220,45,22,23,9,2,25,13,6
"002254464",32,5,15,20,14,15,12,7,8
"002254837",3622,2326,1949,1545,1146,797,699,508,971
"002255792",159,106,13,7,11,12,0,0,23
"002256287",163,116,1,5,2,2,1,7,12
"002256360",58,51,80,52,38,35,26,18,19
"002257350",1273,426,418,328,176,90,138,125,93
"002257939",103,49,34,30,28,29,29,15,25
"002258945",20,23,20,31,9,33,15,10,5
"002262186",184,91,114,111,81,58,45,49,37
"002266575",1409,807,825,573,498,347,327,294,280
"002269025",75,61,59,55,24,24,18,9,18
"002270593",49,28,16,13,12,36,4,2,8
"002271021",17,81,144,86,60,37,14,14,5
"002271674",4609,2612,2403,1421,940,954,701,480,499
"002271856",48,26,22,18,16,17,6,8,15
"002273373",91,61,51,58,20,24,20,11,14
"002275535",56,17,29,10,26,12,6,8,6
"002275782",531,260,744,378,274,188,149,87,95
"002277721",323,152,149,116,74,63,110,48,24
"002279206",677,301,315,240,168,178,141,139,134
"002283349",37,16,32,6,9,15,14,8,2
"002283539",285,187,191,117,86,84,55,48,45
"002285575",53,26,11,15,10,10,9,20,6
"002286946",61,26,41,13,30,16,9,8,6
"002286961",74,34,27,24,30,17,13,10,8
"002289619",63,34,40,30,27,19,6,9,4
"002291532",110,30,21,38,51,60,46,30,31
"002294585",407,287,203,179,121,107,109,97,54
"002295681",61,26,37,24,41,18,26,23,16
"002296713",526,279,292,237,193,148,132,123,102
"002299725",232,147,145,338,25,29,86,117,130
"002300051",162,222,210,137,81,38,56,51,36
"002302313",350,187,232,188,141,120,110,91,71
"002304202",60,17,23,13,7,11,3,15,12
"002306913",25,9,11,19,12,9,0,7,13
"002308344",19,13,14,20,14,15,8,3,6
"002308703",207,9,7,12,25,2,12,19,1
"002308880",22,18,38,19,15,5,1,5,2
"002312887",82,43,44,19,18,35,6,30,20
"002316078",25,21,23,19,9,7,4,14,12
"002319044",162,104,98,65,46,65,49,39,19
"002322543",231,125,106,74,84,38,41,34,26
"002323145",704,445,220,192,159,90,101,133,77
"002323228",2951,1991,2338,1714,1364,995,778,644,521
"002325280",23,28,25,24,12,13,13,5,4
"002326585",28,9,10,14,20,15,9,12,3
"002326668",40,19,7,13,11,1,6,3,6
"002327484",35,37,11,14,22,2,2,12,4
"002328151",37,10,12,6,11,9,22,11,12
"002328698",23,20,27,31,7,12,4,1,5
"002330165",180,101,85,71,48,50,35,24,24
"002330660",111,43,44,13,35,21,13,27,22
"002331536",3775,1628,2368,1177,720,1009,721,415,413
"002333151",261,119,104,96,75,54,58,47,30
"002333870",59,39,55,39,35,35,16,17,15
"002334501",142,116,85,51,39,69,62,24,30
"002335453",30,11,40,10,13,10,16,2,0
"002336162",176,85,103,76,36,28,31,31,39
"002336527",258,99,94,53,28,30,22,22,16
"002336600",18,29,29,19,19,9,11,5,2
"002338804",163,125,176,99,74,61,37,48,30
"002340305",26,74,8,4,0,2,21,14,8
"002344208",417,285,224,249,179,96,76,60,96
"002345007",34,44,18,16,12,12,13,10,6
"002346690",114,66,74,46,25,39,11,24,24
"002348191",6151,4113,2751,2000,1589,1435,1159,1153,889
"002349256",132,108,95,78,68,53,35,22,28
"002349629",268,182,150,210,154,91,90,69,72
"002351088",21,24,42,2,3,12,3,9,4
"002352110",19,31,40,10,11,10,12,8,6
"002352425",277,186,114,97,86,53,65,50,47
"002352748",16,16,13,12,15,13,9,3,9
"002354017",36,27,19,14,15,12,12,13,3
"002354165",524,240,253,205,128,125,92,70,117
"002354637",169,24,0,0,39,0,0,0,0
"002355774",97,31,5,9,1,0,10,0,23
"002355899",29,25,30,31,18,12,12,6,7
"002357549",46,26,24,8,5,4,4,7,2
"002358133",70,47,31,15,14,17,20,17,11
"002360535",129,82,54,45,26,28,31,13,17
"002369122",19,11,27,29,14,14,15,9,5
"002371359",136,140,78,49,31,23,31,13,12
"002377554",78,40,41,18,27,21,21,20,22
"002378305",110,59,69,50,26,21,6,6,8
"002381580",14,1,4,8,19,32,19,0,5
"002383735",148,72,54,29,27,28,19,26,17
"002386274",297,107,93,25,51,16,38,16,39
"002387603",10279,5434,4221,3234,3655,2718,2178,2023,1798
"002388098",26,10,27,15,10,5,11,5,5
"002388445",120,91,56,31,35,27,29,15,12
"002395382",130,94,94,59,43,40,53,27,34
"002398212",43,24,36,22,13,3,5,6,3
"002401719",118,61,80,60,44,30,34,18,24
"002402105",108,61,53,45,31,31,20,16,30
"002407161",28,20,14,24,12,11,5,9,3
"002412096",150,0,0,0,0,0,0,0,0
"002412716",58,22,16,4,1,4,7,3,2
"002414696",72,57,32,14,8,60,12,10,10
"002417004",304,201,166,140,103,87,104,144,120
"002417509",161,91,89,61,44,39,29,36,18
"002418234",498,152,212,107,152,58,81,61,78
"002418481",739,469,416,329,306,206,193,166,155
"002429355",79,28,35,34,48,23,27,13,7
"002430593",248,173,105,77,48,41,32,46,29
"002430742",755,633,775,461,229,229,141,113,92
"002436061",1466,699,504,396,332,301,158,142,178
"002449593",247,124,90,40,11,145,66,19,10
"002457638",1267,646,568,481,247,237,278,237,130
"002459170",469,273,316,239,242,181,142,141,130
"002463305",45,34,31,28,15,9,7,11,10
"002464212",130,99,583,31,8,2,0,1,2
"002465805",54,45,14,10,5,14,20,12,5
"002476500",112,52,32,27,30,30,7,27,18
"002481919",35,17,3,8,8,9,8,9,19
"002483667",46,20,18,20,24,5,6,2,7
"002484665",1937,1199,1266,921,554,555,362,244,494
"002484723",107,70,56,25,30,13,15,5,15
"002488989",145,59,70,64,54,28,28,19,28
"002491512",96,35,59,37,39,22,30,19,22
"002492056",53,38,34,18,17,14,5,4,17
"002497303",89,70,70,61,36,31,25,25,22
"002499411",55,34,8,6,25,12,9,7,8
"002501005",323,216,216,158,93,95,76,62,61
"002501690",260,175,143,112,96,63,72,60,40
"002503639",80,45,45,45,27,28,24,20,12
"002508463",149,74,50,68,6,62,42,34,39
"002508695",391,207,209,152,101,87,77,74,77
"002509912",87,53,49,65,37,30,23,29,42
"002512465",19,30,24,18,5,8,13,9,4
"002513471",80,49,34,27,26,16,21,27,20
"002514073",302,197,158,113,74,67,62,44,35
"002514420",9,2,1,0,24,45,6,6,12
"002515625",1058,554,521,407,290,269,180,199,196
"002517878",22,28,37,13,12,9,5,6,8
"002521003",121,188,125,128,36,21,25,20,20
"002521263",28,18,23,13,3,5,2,6,10
"002521367",52,43,25,16,18,9,16,19,3
"002524288",101,102,103,98,69,62,57,30,17
"002526499",91,49,40,21,17,30,17,12,14
"002526994",32,18,19,18,3,2,6,2,3
"002531317",246,173,130,124,91,81,42,41,49
"002531700",11,22,16,22,17,11,5,3,11
"002535862",82,46,27,20,11,18,19,4,9
"002537595",21008,12428,9500,7270,5694,4776,3742,3694,3190
"002539062",91,39,87,48,2,27,17,20,6
"002539195",34,30,25,22,13,8,8,5,10
"002540359",80,48,19,18,35,15,5,11,6
"002543445",256,267,226,125,70,93,71,64,41
"002543841",113,40,7,21,16,10,17,7,14
"002544492",41,49,36,28,26,23,5,11,14
"002546711",192,116,88,56,44,65,28,38,12
"002548290",23,3,18,8,7,0,24,17,12
"002555563",33,23,27,21,19,17,15,13,8
"002560469",875,509,430,332,251,204,196,168,154
"002563666",31,19,11,12,9,4,3,7,4
"002569093",786,519,350,317,524,358,357,158,126
"002571730",54,26,19,9,10,1,5,5,3
"002572196",131,70,47,36,37,34,41,23,19
"002577737",20,22,18,20,6,9,3,6,10
"002579431",184,110,89,108,72,77,47,50,98
"002580780",112,73,51,45,35,36,39,19,32
"002582726",110,54,27,25,28,21,15,10,15
"002590545",62,42,23,16,32,21,14,18,14
"002590883",37,20,16,9,7,5,7,10,10
"002591915",34,23,15,12,19,13,8,7,13
"002591923",59,35,17,14,11,11,23,26,20
"002595296",2279,1261,513,509,286,290,251,313,265
"002597821",101,28,45,16,16,17,12,8,19
"002599934",1549,1558,869,554,439,422,380,319,410
"002604817",1325,704,556,441,260,416,207,143,189
"002606130",23,19,40,3,2,13,20,2,0
"002606994",48,32,15,13,20,21,5,8,7
"002607830",182,9,3,14,82,28,38,22,14
"002607877",14,17,5,19,11,4,37,12,11
"002608321",85,57,49,43,54,23,18,23,18
"002609589",41,16,20,15,19,18,4,8,10
"002616394",29,24,9,4,6,10,22,4,5
"002617843",66,57,31,21,28,13,21,10,9
"002623366",40,25,10,4,12,9,4,2,14
"002625721",69,21,47,28,34,38,10,17,7
"002629285",142,75,45,48,34,23,22,21,23
"002635352",55,29,57,26,21,9,45,24,2
"002640084",2194,890,2090,1663,1205,584,620,459,341
"002647621",42,35,32,21,18,18,15,5,5
"002658334",96,64,47,43,31,21,16,23,16
"002659944",355,210,158,120,115,82,56,60,64
"002660187",48,20,19,11,9,12,11,4,10
"002662583",44,9,18,15,11,3,9,2,24
"002673408",28,41,22,13,12,14,9,7,10
"002681971",103,56,66,46,33,33,25,19,14
"002688059",30,23,33,12,9,13,6,22,5
"002694222",124,66,87,76,48,30,46,31,38
"002732852",62,59,30,14,17,6,5,1,6
"002738545",102,70,54,38,18,15,20,17,31
"002740723",34,27,8,13,16,3,11,2,7
"002744956",41,11,17,73,26,26,25,11,20
"002744972",283,195,245,177,138,102,94,66,67
"002750974",32,9,13,9,8,8,5,4,14
"002771046",246,135,138,123,109,242,367,310,156
"002771215",116,120,84,41,58,53,14,17,14
"002771673",43,78,15,28,0,8,0,0,3
"002776115",144,71,142,68,27,44,37,21,25
"002777555",52,12,1,3,0,36,18,0,0
"002778194",65,32,39,22,22,16,23,11,8
"002780633",66,28,29,16,9,12,3,8,13
"002781953",375,93,29,8,17,14,10,12,14
"002786663",55,0,2,55,0,7,0,0,0
"002787059",162,76,18,11,32,28,16,2,18
"002792976",1,109,0,0,0,0,0,0,0
"002792989",45,7,24,22,29,20,16,22,13
"002795721",48,21,6,10,5,7,13,5,4
"002796071",36,33,39,15,24,13,19,11,3
"002796956",44,49,21,26,1,5,6,11,11
"002797587",92,6,0,0,4,0,0,0,9
"002801314",28,16,16,15,5,4,4,8,7
"002807006",57,58,24,9,7,13,1,0,4
"002807063",30,53,21,31,14,31,13,2,7
"002809924",30,19,39,26,20,15,8,4,8
"002811727",65,49,32,20,16,16,10,8,4
"002811768",897,534,473,348,319,265,175,166,157
"002812691",106,161,41,30,43,28,26,13,17
"002812865",31,19,31,14,21,4,1,5,7
"002817658",58,43,25,29,23,10,17,14,9
"002818748",35,19,21,14,13,6,6,3,2
"002821890",31,14,9,4,22,28,17,7,9
"002824258",23,15,1,0,0,58,2,16,0
"002828655",36,17,16,11,11,6,7,8,7
"002828853",104,86,0,4,20,31,0,19,21
"002831667",61,36,33,18,15,23,17,10,7
"002833684",48,58,16,49,30,18,14,10,5
"002835296",31,39,18,20,10,3,10,11,1
"00283709E",79,31,12,8,4,9,3,10,0
"002838878",21,33,8,4,12,23,9,6,3
"002840783",125,47,75,10,17,36,23,0,7
"002847155",249,187,172,138,87,46,58,46,34
"002848372",39,27,27,23,39,11,12,9,6
"002848588",43,16,18,8,7,15,17,27,5
"002848745",75,29,1,8,0,11,17,2,0
"002851392",48,18,30,0,11,0,1,0,0
"002853646",66,60,28,46,26,16,4,5,4
"002857308",90,26,37,20,14,12,8,13,11
"002863611",44,51,19,13,18,9,0,0,1
"002864254",23,44,24,27,11,4,7,3,1
"002878700",56,33,32,24,17,7,27,15,6
"002880560",52,40,20,22,12,7,6,2,5
"002882434",76,62,59,40,32,17,5,2,6
"002886351",52,0,0,2,38,26,0,0,0
"002887102",77,33,19,0,9,11,25,24,67
"002894145",223,128,113,136,68,60,50,48,32
"002894558",32,23,16,10,13,6,8,13,6
"002899342",131,99,90,68,63,58,40,36,25
"002906605",26,8,28,15,28,14,21,8,10
"002909562",90,36,10,10,9,15,9,3,18
"002914133",43,19,12,33,13,7,6,2,9
"002924806",380,230,242,213,202,156,93,91,98
"002928013",28,36,5,1,2,4,7,10,7
"002944531",449,184,188,132,184,102,108,95,59
"002945392",226,78,33,25,67,68,29,44,32
"002947703",62,27,31,22,28,14,22,11,9
"002950587",33,37,20,18,29,10,6,13,9
"002953776",19,33,34,21,29,9,12,17,11
"002971240",621,321,186,98,189,98,21,169,200
"002980746",39,76,55,0,0,0,0,0,0
"002985398",61,27,20,9,16,10,15,6,10
"002991354",34,21,28,26,10,14,7,1,3
"002993509",212,123,84,70,62,39,59,37,32
"002993850",192,125,79,58,56,19,29,21,52
"003001070",1740,769,545,547,539,307,240,247,262
"003001161",37,41,9,5,3,2,3,0,7
"003001757",39,52,38,39,18,6,8,6,5
"003002052",62,29,10,8,5,8,16,6,7
"003002268",48,20,18,46,18,8,31,4,15
"003002680",44,34,30,20,12,22,9,6,12
"003004439",63,39,22,17,16,18,18,11,10
"003005766",111,86,75,37,46,32,33,29,26
"003008588",41,38,36,34,6,16,20,14,12
"003010428",54,66,29,19,15,8,6,0,3
"003012549",136,84,107,69,57,43,32,33,57
"003014156",37,31,25,10,4,6,4,4,6
"003014362",87,36,38,15,6,12,23,7,9
"003021102",91,43,67,40,34,21,27,20,19
"003021896",36,29,36,30,17,7,8,8,8
"003022014",107,45,16,21,13,11,6,4,12
"003024213",75,2,0,1,37,0,1,2,3
"003027273",144,111,110,63,31,49,33,31,39
"003027349",33,28,15,33,48,15,30,23,15
"003027489",39,27,31,35,17,19,17,12,12
"003027539",23275,10123,7216,6544,5141,4604,3825,4234,3248
"003028479",40,11,22,12,6,7,7,9,8
"003028680",99,57,71,11,2,3,12,8,3
"003029253",189,26,16,13,2,14,36,8,3
"003029915",66,41,30,28,19,18,3,15,12
"003030335",286,52,30,22,23,3,11,12,26
"003031601",132,98,68,60,61,30,23,15,31
"003032380",364,216,152,87,87,63,29,34,30
"003033834",41,18,17,10,17,14,9,21,11
"003040297",46,22,31,14,8,10,8,11,3
"003041340",45,24,15,18,11,8,4,7,9
"003046463",97,48,42,44,27,20,12,21,15
"003048316",25,14,28,6,16,4,5,2,1
"003051596",25,30,11,5,12,5,4,7,2
"003055076",175,116,79,76,66,35,49,35,30
"003056702",61,41,35,25,20,18,14,15,12
"003060340",27,11,19,19,10,6,11,6,5
"003061124",1256,978,912,755,521,430,385,340,240
"003062380",143,86,45,42,38,40,26,23,33
"003062622",40,18,17,19,15,11,10,9,12
"003062809",282,170,131,90,80,52,83,52,44
"003063401",120,81,37,24,4,16,21,12,1
"003063484",74,43,23,19,24,16,10,23,11
"003065109",32,16,14,11,8,11,4,5,9
"003066537",183,102,96,82,46,51,35,31,28
"003067410",133,54,57,56,52,37,25,35,24
"003067816",738,251,598,60,174,464,77,22,160
"003068228",76,178,149,291,146,132,42,16,14
"003069986",94,72,37,28,16,31,17,23,17
"003071417",312,152,109,100,127,75,72,86,58
"003073525",290,170,149,111,61,84,50,85,42
"003075348",44,65,54,26,20,13,11,2,9
"003077286",56,22,45,20,19,9,13,11,2
"003078094",126,57,62,36,30,14,15,8,20
"003078425",566,251,102,60,160,123,124,65,67
"003080033",56,16,25,16,14,14,13,7,6
"003080678",259,133,108,112,59,68,50,64,51
"003081528",51,34,22,14,16,9,13,9,6
"003081689",60,66,30,29,24,19,27,13,6
"003082740",141,73,130,76,64,51,30,38,26
"003084076",399,192,231,160,117,105,79,79,63
"003084209",44,68,32,25,19,7,4,4,1
"003085990",105,127,38,18,10,73,10,94,36
"003091746",4,9,38,12,27,0,8,0,10
"003092020",38,22,17,8,6,6,2,7,10
"003093200",44,12,22,10,10,13,10,1,5
"003093580",64,28,26,23,16,12,29,11,12
"003093700",73,46,37,53,40,19,13,19,18
"003095023",74,41,41,13,30,17,11,15,10
"003096740",109,32,34,18,15,13,25,13,17
"003096757",60,31,35,33,20,12,16,6,7
"003097425",261,118,184,179,94,76,60,48,60
"003097862",130,43,40,13,9,5,8,4,3
"003099017",147,22,49,26,10,56,86,26,10
"003099207",45,33,38,35,21,22,17,12,11
"003099298",212,121,127,106,62,69,41,47,42
"003100518",101,44,22,23,31,15,23,20,11
"003101003",51,27,30,11,14,10,6,2,2
"003103280",55,14,10,12,9,9,8,12,8
"003103707",243,94,51,51,46,47,20,12,56
"003103751",54,20,21,11,13,17,13,21,12
"003106705",40,27,32,22,5,5,12,9,0
"003107158",28,19,20,10,11,16,13,3,3
"003110962",50,36,23,18,5,12,4,9,10
"003113578",47,45,29,18,20,16,12,5,5
"003115771",228,112,124,123,75,72,68,62,34
"003121027",175,10,14,13,16,3,70,29,3
"003126377",64,21,29,27,0,10,21,0,23
"003126690",13,18,21,11,21,4,6,7,7
"003129785",85,57,23,27,31,22,24,11,13
"003132495",104,45,18,10,104,4,6,8,2
"003133584",185,193,107,89,59,68,42,38,17
"003133790",15356,9228,6342,5098,3783,3132,2510,2412,2278
"003133840",75,68,59,96,16,18,31,24,10
"003135068",390,103,157,131,148,202,107,36,85
"003135154",277,56,36,21,36,141,102,65,91
"003135779",87,38,42,37,28,17,13,14,18
"003135894",63,43,33,18,22,20,10,11,8
"003136538",34,19,12,10,4,9,5,5,7
"003137015",2749,1319,1048,861,557,406,483,399,415
"003141970",16048,10146,8627,6639,5684,3896,3364,2723,2297
"003150190",82,59,45,16,62,25,20,19,18
"003151099",166,85,90,64,81,49,59,53,42
"003153137",78,20,23,27,51,27,8,9,13
"003155264",92,17,33,30,36,28,17,21,31
"003156684",37,41,35,20,10,14,8,17,13
"003159100",129,28,29,9,12,21,16,16,13
"003161122",179,105,74,77,82,41,63,38,30
"003165685",107,47,69,38,38,42,29,21,29
"003165719",203,166,115,128,83,74,63,77,43
"003165941",90,53,44,26,14,14,11,23,12
"003171311",182,84,93,55,37,43,38,24,26
"003173028",172,89,71,51,47,30,37,19,33
"003174273",877,461,369,189,194,222,153,144,91
"003174885",147,107,129,104,40,34,22,18,18
"003175478",58,63,11,5,0,4,22,31,5
"003176534",73,40,46,27,21,15,16,15,7
"003177003",342,194,200,215,118,97,54,74,38
"003177086",215,121,281,183,95,60,35,41,35
"003178712",44,17,3,7,23,55,1,1,1
"003179074",242,125,124,105,73,70,69,47,52
"003179462",134,110,99,66,53,10,31,15,8
"003179652",33,35,26,10,21,9,11,4,3
"003179959",62,99,18,3,15,1,0,0,2
"003181013",57,24,15,21,21,10,5,7,8
"003181146",561,195,173,93,42,76,86,35,24
"003181302",53,22,12,5,2,1,3,5,1
"003184322",31,8,7,22,8,13,3,8,8
"003188109",20,27,20,36,15,11,9,7,16
"003192762",351,133,120,103,55,64,85,76,68
"003197340",44,13,15,19,10,10,8,2,3
"003197803",8651,4916,6787,5351,3387,2738,1857,2018,1653
"003199692",140,60,51,29,24,16,20,15,19
"003201944",24,11,27,19,16,18,7,10,2
"003202488",127,60,56,50,44,39,18,12,26
"003204773",43,22,17,21,28,8,12,12,17
"003207003",118,78,26,34,24,19,33,22,16
"003208175",135,142,67,51,38,95,51,35,33
"003210408",43,40,31,38,28,28,14,18,14
"003213030",44,56,58,47,23,9,9,13,7
"003213584",889,398,185,117,99,227,56,84,54
"003215621",584,178,192,101,110,90,92,99,76
"003216850",268,122,112,59,53,61,45,35,40
"003217817",46,13,18,7,6,8,5,10,4
"003219862",45,54,6,7,3,13,14,20,8
"003225620",219,153,107,90,63,74,46,75,43
"003228350",217,116,115,100,85,83,61,44,36
"003238474",69,80,16,4,0,0,1,3,7
"003238854",2,36,106,45,3,0,7,0,2
"003238888",84,45,57,39,33,36,20,19,20
"003239415",37,18,9,10,9,11,6,1,6
"003239563",1948,1302,1097,1120,793,455,308,215,243
"003240058",102,53,51,35,35,20,31,28,15
"003240579",25,21,16,6,18,12,8,6,5
"003242781",7,3,26,20,16,14,7,8,1
"003242880",47,55,46,20,15,5,3,6,1
"003243532",21,24,18,16,9,17,16,8,12
"003243979",44,20,24,15,11,10,16,4,5
"003244084",202,172,188,120,68,47,64,36,31
"003244142",69,36,28,22,35,27,18,9,15
"003244795",25,14,14,33,15,10,9,5,12
"003245271",2232,1438,1204,995,931,686,530,416,410
"003245768",10099,8814,8228,5783,5052,2643,2970,2098,576
"003248226",83,27,42,22,10,6,9,17,12
"003248580",42,22,18,12,13,7,18,7,9
"003250594",14,12,18,8,25,15,6,3,9
"003250685",48,57,21,32,10,13,7,6,9
"003251220",267,244,101,104,120,38,90,19,41
"003251774",150,88,54,125,44,29,22,23,28
"003252525",58,31,35,22,21,11,27,17,34
"003252707",19,27,13,9,3,7,10,6,6
"003252764",59,73,42,28,10,8,7,8,21
"003253168",40,17,41,28,17,19,15,10,8
"003253390",35,28,29,17,18,12,5,7,9
"003253531",55,35,60,39,27,24,30,7,7
"003254765",54,4,6,3,2,17,2,5,29
"003254844",33,28,35,38,15,18,12,7,7
"003255213",1173,643,540,446,339,234,248,243,231
"003255833",597,322,209,123,75,61,81,77,64
"003256088",10560,6731,5310,3902,2646,2500,2277,1526,1953
"003256427",36,44,22,17,11,16,4,17,7
"003257748",69,91,37,25,17,18,3,2,136
"003257979",88,52,39,28,38,23,11,12,9
"003258043",647,406,330,260,248,183,162,148,179
"003258654",324,190,115,124,86,45,46,89,47
"003258746",442,249,225,133,102,118,113,69,49
"003259405",706,506,417,319,307,189,186,156,144
"003259439",159,163,37,38,16,18,21,23,7
"003260072",77,41,31,29,42,32,8,4,7
"003260960",85,16,0,0,0,1,0,3,1
"003261245",2799,1680,1274,906,902,492,356,396,306
"003262404",315,123,31,13,12,6,9,4,6
"003262730",34,32,37,17,15,3,4,14,8
"003263167",49,69,11,3,1,13,0,4,0
"003263555",43,59,51,8,15,11,1,15,52
"003264421",30,26,9,33,6,5,4,2,4
"003264850",3060,1599,1558,1019,863,675,570,683,713
"003266616",42,23,34,11,11,8,24,5,5
"003266942",696,20,0,0,0,0,0,176,200
"003267515",45,27,13,15,32,16,13,23,9
"003273554",93,33,15,12,16,12,8,13,19
"003277089",148,126,171,26,112,39,41,69,14
"003277571",871,336,555,323,284,312,147,242,157
"003282613",445,177,149,51,120,59,47,53,55
"003287018",91,87,53,68,37,19,48,13,29
"003294568",5349,3775,2744,2017,1690,1277,1219,1102,944
"003295458",43,12,10,6,10,3,7,20,10
"003296175",8208,5081,4394,2351,2128,1821,1157,1347,960
"003300043",51,24,6,5,4,1,12,0,5
"003306131",64,40,40,29,31,24,22,19,10
"003308095",269,110,112,87,70,79,61,57,58
